Host full name,Gelechiidae species name,Rank,COL status,COL taxon page,GBIF taxonKey
Tamarindus indica,Hypatima ephippiastis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/54M92",2975768
Tamarix,Amblypalpis   ; Amblypalpis olivierella  Ragonot; Amblypalpis tamaricella  Danilevsky; Anarsia arachniota  Meyrick; Anarsia epotias  Meyrick; Aristotelia wachtlii  Rogenhofer; Cecidophaga tamaricicola  Walsingham; Monochroa ingravata  Meyrick; Ornativalva   ; Ornativalva heluanensis  Debski; Ornativalva plutelliformis  Staudinger; Ornativalva sesostrella  Rebel; Ornativalva sieversi  Staudinger; Ornativalva tamariciella  Zeller; Ornativalva zonella  ChrÃ©tien; Parapodia sinaica  Frauenfeld; Scrobipalpa gallincolella  Mann; Teleiodes myricariella  Frey; Telphusa brucinella  Mann,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7S9V",2874694
Tamarix androssowii,,species,accepted,"https://www.catalogueoflife.org/data/taxon/54M9S",
Tamarix aphylla,Amblypalpis olivierella  Ragonot; Apatetris caecivaga  Meyrick; Ornativalva   ; Ornativalva erubescens  Walsingham; Ornativalva heluanensis  Debski; Ornativalva indica  Sattler; Ornativalva macrosignella  Sattler; Ornativalva plutelliformis  Staudinger; Teleiodes myricariella  Frey; Teleiodes myricariella?  Frey; Teleiodes nr. myricariella  Frey; Telphusa brucinella  Mann,species,accepted,"https://www.catalogueoflife.org/data/taxon/54M9Z",2874704
Tamarix dioica,Amblypalpis olivierella  Ragonot; Hypatima   ; Monochroa ingravata  Meyrick; Ornativalva   ; Ornativalva indica  Sattler; Ornativalva indica?  Sattler; Ornativalva nr. serratisignella  Sattler; Ornativalva plutelliformis  Staudinger; Ornativalva tamariciella?  Zeller; Sophronia?   ; Teleiodes   ; Telphusa atomatma  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/54MBC",7672350
Tamarix gallica,Monochroa ingravata  Meyrick; Ornativalva plutelliformis  Staudinger; Ornativalva tamariciella  Zeller; Ornativalva tamariciella?  Zeller; Parapodia sinaica  Frauenfeld; Teleiodes,species,accepted,"https://www.catalogueoflife.org/data/taxon/54MBV",8380575
Tamarix kotschyi,Apatetris?   ; Parapodia sinaica  Frauenfeld,species,accepted,"https://www.catalogueoflife.org/data/taxon/54MCX",3612899
Tamarix passerinoides,Ornativalva rufipuncta  Sattler,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BJ92",8122960
Tamarix salina,Ornativalva heluanensis  Debski; Ornativalva plutelliformis  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BJ2T",3613118
Tamarix smyrnensis,Ornativalva plutelliformis  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BJ3H",3613027
Tamarix smyrnensis ?,Ornativalva heluanensis  Debski,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BJ3H",3613027
Tanacetum,Isophrictis striatella  Denis & Schiff.,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7SCM",3118160
Tanacetum corymbosum,Scrobipalpa voltinella  ChrÃ©tien,species,accepted,"https://www.catalogueoflife.org/data/taxon/54N7L",
Tanacetum vulgare,Isophrictis striatella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/54NJ4",
Taxodium,Coleotechnites variella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7T6Q",2684190
Taxodium distichum,Coleotechnites apicitripunctella  Clemens; Coleotechnites variella  Chambers,species,synonym,"https://www.catalogueoflife.org/data/taxon/5526F",
Tephrosia,Dichomeris acuminatus  Staudinger; Mesophleps palpigera  Walsingham,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CM7F",2933053
Tephrosia candida,Brachyacma palpigera  Walsingham; Dichomeris   ; Dichomeris acuminatus  Staudinger; Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/55CR4",5342186
Tephrosia hookeriana,Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/55CVS",
Tephrosia maxima,Dichomeris acuminatus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BQB2",5341998
Tephrosia purpurea,Dactylethrella candida  Stainton; Dichomeris acuminatus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/55D3G",5342239
Tephrosia sinapou,Brachyacma palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/55D57",5341992
Tephrosia toxicaria,Dichomeris acuminatus  Staudinger; Mesophleps palpigera  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/55D57",5341995
Tephrosia vogelii,Dichomeris acuminatus  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/55D7J",5342354
Teramnus labialis,Aproaerema modicella  Deventer,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BQBF",
Terminalia bellirica,Anacampsis rivalis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/55G2C",3189390
Terminalia calamansanai,Thiotricha nr. tethela  Bradley,species,accepted,"https://www.catalogueoflife.org/data/taxon/7C47Z",4934232
Terminalia catappa,Thiotricha nr. scioplecta  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/55G3X",3189394
Terminalia ivorensis,Dichomeris,species,accepted,"https://www.catalogueoflife.org/data/taxon/8VCNZ",3189389
Terminalia javanica,Thiotricha syncentritis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5LG6X",3698592
Terminalia tomentosa,Dichomeris antisticha  Meyrick; Dichomeris antisticta  Meyrick,species,synonym,"https://www.catalogueoflife.org/data/taxon/55GG9",
Tetradymia canescens,Scrobipalpopsis tetradymiella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/55M3D",3119986
Thermopsis,Filatima ornatifimbriella  Clemens,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CM8V",8230784
Thermopsis rhombifolia montana,Filatima ornatifimbriella  Clemens; Filatima xanthuris  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/9DM7C",5360230
Thespesia,Mometa zemiodes  Durrant,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7VVZ",3152791
Thespesia danis,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/56FS7",7279062
Thespesia lampas,Pectinophora gossypiella  Saunders,species,,"https://www.catalogueoflife.org/data/taxon/9YMXB",
Thespesia populnea,Pectinophora gossypiella  Saunders; Pectinophora scutigera  Holdaway,species,accepted,"https://www.catalogueoflife.org/data/taxon/56FSM",3152795
Thuja,Coleotechnites thujaella  Kearfott,genus,accepted,"https://www.catalogueoflife.org/data/taxon/648D5",2684168
Thuja occidentalis,Coleotechnites thujaella  Kearfott; Dichomeris setosella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/56NTP",2684178
Thymus,Chionodes distinctella  Zeller; Eulamprotes wilkella  Linnaeus; Scrobipalpa artemisiella  Treitschke,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W474",2926960
Thymus praecox,Scrobipalpa artemisiella  Treitschke,species,accepted,"https://www.catalogueoflife.org/data/taxon/7BXDH",
Tilia,Dichomeris ligulella  Hubner,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7WX3",3152041
Tilia americana,Dichomeris ligulella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/56WNF",3152042
Tilia cordata,Dichomeris ustalella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/56WPP",3152047
Tortula muralis,Bryotropha basaltinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/57HVC",
Toxicodendron pubescens,Gelechia sabinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/57LHL",3190629
Traganum,Scrobipalpa traganella  ChrÃ©tien,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7YGK",6035869
Tragia hirsuta ?,Dichomeris chlanidota  Meyrick,species,,,
Trema amboinensis,Anarsia tricornis  Meyrick,species,synonym,"https://www.catalogueoflife.org/data/taxon/7CPL6",
Tribulus,Ephysteris subdiminutella  Stainton,genus,accepted,"https://www.catalogueoflife.org/data/taxon/7NF4J",3189918
Tribulus terrestris,Aristotelia turbida  Turner; Ephysteris subdiminutella  Stainton,species,accepted,"https://www.catalogueoflife.org/data/taxon/7NFRG",5421116
Trifolium,Aproaerema anthyllidella  Hubner; Aristotelia roseosuffusella  Clemens; Dichomeris limosellus  SchlÃ¤ger; Dichomeris piperata  Walsingham; Mirificarma eburnella  Denis & Schiff.; Stomopteryx simplexella  Walker; Syncopacma palpilineella  Chambers; Syncopacma taeniolella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8YSFK",2973363
Trifolium campestre (?),Mirificarma flavella  Duponchel,species,accepted,"https://www.catalogueoflife.org/data/taxon/7CSFT",5359477
Trifolium dubium ?,Mirificarma flavella  Duponchel,species,accepted,"https://www.catalogueoflife.org/data/taxon/58PT2",5359429
Trifolium hirtum,Mirificarma eburnella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/58PVF",5359445
Trifolium pratense,Aristotelia roseosuffusella  Clemens; Dichomeris acuminatus  Staudinger; Dichomeris limosellus  SchlÃ¤ger; Mirificarma flavella  Duponchel; Syncopacma palpilineella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/58Q42",8324121
Trifolium repens,Anacampsis humilis  Hodges; Anacampsis trifoliella  Constant; Chionodes lugubrella  Fabricius; Dichomeris acuminatus  Staudinger; Mirificarma eburnella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/58Q4Y",
Trifolium subterraneum,Dichomeris piperata  Walsingham,species,accepted,"https://www.catalogueoflife.org/data/taxon/58Q7S",
Triglochin,Scrobipalpa stangei  Hering,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W4CX",2777072
Triticum,Ephysteris promptella  Staudinger; Helcystogramma lutatella  Herrich-SchÃ¤ffer; Sitotroga cerealella  Olivier; Sophronia grandii  Hering,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W4FX",2706388
Triticum aestivum,Sitotroga cerealella  Olivier,species,accepted,"https://www.catalogueoflife.org/data/taxon/5944Q",7795888
Tsuga,Coleotechnites apicitripunctella  Clemens,genus,accepted,"https://www.catalogueoflife.org/data/taxon/6486F",8527396
Tsuga canadensis,Coleotechnites apicitripunctella  Clemens; Coleotechnites macleodi  Freeman,species,accepted,"https://www.catalogueoflife.org/data/taxon/59HM6",
Tsuga heterophylla,Coleotechnites atrupictella  Dietz,species,accepted,"https://www.catalogueoflife.org/data/taxon/59HMG",2687210
Tuberaria lignosa,Mesophleps silacella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/59J66",3595654
Tussilago farfara,Scrobipalpula tussilaginis  Frey,species,accepted,"https://www.catalogueoflife.org/data/taxon/59R86",3149879
Typha,Atremaea lonchoptera  Staudinger,genus,accepted,"https://www.catalogueoflife.org/data/taxon/8W4H8",2702102
Typha latifolia,Phthorimaea operculella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/59V6S",5289423
Ulex,Anarsia spartiella  Schrank; Brachmia blandella  Fabricius; Mirificarma mulinella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CMBW",2951953
Ulex europaeus,Anisoplaca ptyoptera  Meyrick; Mirificarma mulinella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/7DG7P",2951984
Ulex parviflorus,Mirificarma ulicinella  Staudinger,species,accepted,"https://www.catalogueoflife.org/data/taxon/7DFW8",2952000
Ulex provincialis,Mirificarma ulicinella  Staudinger,species,synonym,"https://www.catalogueoflife.org/data/taxon/9DQ8S",
Ulmus,Parachronistis albiceps  Zeller; Symmoca signatella  Herrich-SchÃ¤ffer; Teleiodes fugitivella  Zeller; Theisoa constrictella  Zeller,genus,accepted,"https://www.catalogueoflife.org/data/taxon/84MS",2984510
Ulmus americana,Theisoa constrictella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/7DFZ6",5361872
Ulmus thomasii,Theisoa constrictella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/7DFNX",5361875
Vaccinium,Aroga trialbamaculella  Chambers; Dichomeris vacciniella  Busck; Neofaculta infernella  Herrich-SchÃ¤ffer; Telphusa latifasciella  Chambers; Xenolechia quinquecristatella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/85LF",2882813
Vaccinium corymbosum,Dichomeris ligulella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/7F7GJ",2882849
Vaccinium macrocarpon,Dichomeris vacciniella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/B43YB",2882841
Vaccinium myrtillus,Athrips pruinosella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/7F76T",2882833
Vaccinium pallidum,Dichomeris vacciniella  Busck; Filatima sp.  ; Neotelphusa praefixa  Braun,species,accepted,"https://www.catalogueoflife.org/data/taxon/7F6XV",2882895
Vaccinium stamineum,Aroga trialbamaculella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/7F8SC",2882913
Vaccinium uliginosum,Athrips pruinosella  Zeller; Chionodes viduella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/7F93C",8073364
Verbascum,Nothris verbascella  Denis & Schiff.; Nothris verbascella  Hubner,genus,accepted,"https://www.catalogueoflife.org/data/taxon/86BQ",2928970
Verbascum pulverulentum,Nothris verbascella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/7FQFF",3171941
Verbascum thapsus,Nothris verbascella  Hubner,species,accepted,"https://www.catalogueoflife.org/data/taxon/7FQFT",
Verbesina virginica,Dichomeris setosella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/5B3JH",3148137
Vernonia,Dichomeris setosella  Clemens,genus,synonym,"https://www.catalogueoflife.org/data/taxon/8MP88",
Vernonia cinerea,Helcystogramma philomusa  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/32P52",6445389
Vernonia missurica,Dichomeris washingtoniella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/5B5FR",
Viburnum,Anacampsis rhoifructella  Clemens,genus,accepted,"https://www.catalogueoflife.org/data/taxon/86MY",2888580
Viburnum dentatum,Anacampsis rhoifructella  Clemens,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BC6Z",2888594
Vicia,Filatima xanthuris  Meyrick; Gelechia basipunctella  Herrich-SchÃ¤ffer,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CMDW",2974751
Vicia americana,Mirificarma eburnella  Denis & Schiff.,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BCJH",2975204
Vicia cassubica,Xystophora carchariella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BCLP",2975380
Vicia cracca,Chionodes lugubrella  Fabricius,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BCMF",2975287
Vicia pisiformis,Xystophora carchariella  Zeller,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BCVF",2974988
Vigna aconitifolia,Anarsia ephippias  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BDLP",2982794
Vigna mungo,Anarsia ephippias  Meyrick; Aproaerema modicella  Deventer,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BDRJ",2982533
Vigna radiata,Anarsia ephippias  Meyrick; Aproaerema modicella  Deventer,species,accepted,"https://www.catalogueoflife.org/data/taxon/5BDSS",
Vigna umbellata,Aproaerema modicella  Deventer,species,accepted,"https://www.catalogueoflife.org/data/taxon/7G4HW",
Vigna unguiculata,Bilobata subsecivella  Zeller; Mesophleps epiochra  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/7FSHX",2982583
Vigna unguiculata cylindrica,Anarsia ephippias  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5LRG2",3911312
Vitis,Epidola stigma  Staudinger,genus,accepted,"https://www.catalogueoflife.org/data/taxon/872G",7467468
Waltheria americana,Pectinophora gossypiella  Saunders,species,accepted,"https://www.catalogueoflife.org/data/taxon/7G5QT",5406667
Wisteria,Dichomeris fuscalis  Park & Hodges; Dichomeris oceanis  Meyrick,genus,accepted,"https://www.catalogueoflife.org/data/taxon/9CMFZ",2977309
Wisteria brachybotrys,Dichomeris oceanis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5C2H6",
Wisteria floribunda,Dichomeris oceanis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5C2HC",2977323
Wisteria japonica,Dichomeris oceanis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/9F2PF",2961368
Wisteria sinensis,Dichomeris oceanis  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/9DQYB",8149049
Xanthium strumarium,Helcystogramma melantherella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/7G6SB",3089154
Xanthium strumarium canadense,Helcystogramma melantherella  Busck,species,accepted,"https://www.catalogueoflife.org/data/taxon/5C4YJ",4225348
Xylocarpus,Anarsia patulella  Walker,genus,accepted,"https://www.catalogueoflife.org/data/taxon/89GG",3190515
Zanthoxylum,Dichomeris citrifoliella  Chambers,genus,accepted,"https://www.catalogueoflife.org/data/taxon/6497N",3190076
Zanthoxylum americanum,Dichomeris citrifoliella  Chambers,species,accepted,"https://www.catalogueoflife.org/data/taxon/7GDCY",3190089
Zea,Sitotroga cerealella  Olivier,genus,synonym,"https://www.catalogueoflife.org/data/taxon/8WDMC",
Zea mays,Dichomeris granivora  Meyrick; Phthorimaea operculella  Zeller; Sitotroga cerealella  Olivier,species,accepted,"https://www.catalogueoflife.org/data/taxon/5CXX5",
Zizania latifolia,Helcystogramma arotraea  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/8X9SZ",10919373
Ziziphus,Zizyphia cleodorella  ChrÃ©tien,genus,accepted,"https://www.catalogueoflife.org/data/taxon/648P5",3039411
Ziziphus mauritiana,Anarsia sagittaria  Meyrick,species,accepted,"https://www.catalogueoflife.org/data/taxon/5D5ZY",3039424
Ziziphus spina-christi,Zizyphia zizyphella  Amsel,species,accepted,"https://www.catalogueoflife.org/data/taxon/5D648",8228089
